final_theme,initial_code,occurrences,hierarchy_path
Functional Fit and Wearability,Fit acceptable,1,"Fit acceptable -> Fit, Silhouette, and Body-Proportion Experience -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit but unflattering flare,1,"Fit but unflattering flare -> Silhouette and shape appeal or dissatisfaction -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit is excellent,1,"Fit is excellent -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit is great,1,"Fit is great -> Flattering fit, sizing accuracy, and proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit is satisfactory,1,"Fit is satisfactory -> Fit, Silhouette, and Body-Proportion Experience -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit issues prevented purchase,1,"Fit issues prevented purchase -> Flattering fit, sizing accuracy, and proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit varied across areas,1,"Fit varied across areas -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit varies by body type,1,"Fit varies by body type -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit was satisfactory,1,"Fit was satisfactory -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fit works for curvy body,1,"Fit works for curvy body -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits as described,1,"Fits as described -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits busty figure well,1,"Fits busty figure well -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits great,1,"Fits great -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits muscular legs,1,"Fits muscular legs -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits short torso well,1,"Fits short torso well -> Petite fit and garment length -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fits size 8 frame,1,"Fits size 8 frame -> Fit, Sizing, and Proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fitted across chest,1,"Fitted across chest -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fitted silhouette,1,"Fitted silhouette -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Fitted top with flared bottom,1,"Fitted top with flared bottom -> Design details and functionality -> Functionality, Coverage, and Practical Garment Features -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,"Fitted top, loose waist",1,"Fitted top, loose waist -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flared hem conceals tummy,1,"Flared hem conceals tummy -> Flattering silhouette and shape definition -> Fit, Silhouette, Coverage, and Proportion -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering A-line design,1,"Flattering A-line design -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering V-neckline,1,"Flattering V-neckline -> Neckline, silhouette, and flattering appearance -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering across body changes,1,"Flattering across body changes -> Fit, Silhouette, and Body-Proportion Experience -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering adjustable front tie,1,"Flattering adjustable front tie -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering and versatile style,1,"Flattering and versatile style -> Style, appearance, and versatility -> Style Versatility, Coordination, and Functionality -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering babydoll silhouette,1,"Flattering babydoll silhouette -> Flattering and Unflattering Design Effects -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering classic fit,1,"Flattering classic fit -> Fit, Sizing, and Body Shape -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering classic silhouette,1,"Flattering classic silhouette -> Style, silhouette, and design appeal -> Fit, Silhouette, Coverage, and Proportion -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering coverage,1,"Flattering coverage -> Styling versatility and occasion suitability -> Versatility, Styling, Layering, and Occasion Suitability -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering cropped silhouette,1,"Flattering cropped silhouette -> Length, Coverage, and Proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering curvy fit,1,"Flattering curvy fit -> Flattering fit, sizing accuracy, and proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering design,1,"Flattering design -> Flattering and Unflattering Design Effects -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering drape,1,"Flattering drape -> Flattering silhouette and shape definition -> Fit, Silhouette, Coverage, and Proportion -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering drape for larger bust,1,"Flattering drape for larger bust -> Length, Coverage, and Proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering feminine fit,1,"Flattering feminine fit -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering fit and flare,1,"Flattering fit and flare -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering fit concerns,1,"Flattering fit concerns -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering fit for larger hips,1,"Flattering fit for larger hips -> Fit, Silhouette, and Body-Proportion Experience -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Flattering fitted bodice,1,"Flattering fitted bodice -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
